START_DATE,END_DATE,START,STOP,MILES,PURPOSE
03/06/2024 08:13,03/06/2024 08:52,Vénissieux,Saint-Priest,10.63,Business
12/06/2024 20:37,12/06/2024 20:53,Vénissieux,Vénissieux,3.97,Business
02/06/2024 18:37,02/06/2024 18:55,Créteil,Créteil,1.86,Commute
04/01/2024 17:43,04/01/2024 18:15,Móstoles,Leganés,7.3,Commute
05/05/2024 06:51,05/05/2024 07:01,Loures,Cascais,3.38,Meeting
15/12/2024 10:13,15/12/2024 10:47,Saint-Denis,Versailles,8.65,Business
24/03/2024 18:59,24/03/2024 19:33,Paris,Créteil,11.41,Commute
30/09/2024 16:41,30/09/2024 17:04,Oullins,Villeurbanne,8.25,Business
11/11/2024 12:14,11/11/2024 12:44,Marseille,Aubagne,13.33,Business
05/01/2024 21:21,05/01/2024 21:42,Boulogne-Billancourt,Versailles,6.78,Errand
14/08/2024 16:27,14/08/2024 16:46,Nanterre,Boulogne-Billancourt,8.56,Shopping
19/04/2024 10:11,19/04/2024 11:01,Saint-Denis,Paris,15.52,
31/07/2024 22:44,31/07/2024 23:02,Salon-de-Provence,Salon-de-Provence,4.26,Shopping
12/10/2024 17:03,12/10/2024 17:42,Vénissieux,Lyon,12.05,Business
20/01/2024 21:50,20/01/2024 22:01,Nanterre,Nanterre,3.17,Airport
07/08/2024 20:26,07/08/2024 20:50,Versailles,Issy-les-Moulineaux,5.63,Meeting
07/04/2024 22:42,07/04/2024 23:00,Versailles,Paris,4.65,Airport
31/10/2024 21:41,31/10/2024 22:38,Alcorcón,Leganés,15.35,Commute
02/11/2024 08:16,02/11/2024 08:39,Sintra,Loures,6.07,Customer Visit
01/08/2024 19:18,01/08/2024 19:50,Caluire-et-Cuire,Vénissieux,8.8,Business
07/10/2024 23:51,08/10/2024 00:20,Saint-Denis,Versailles,7.8,Business
18/08/2024 19:47,18/08/2024 20:28,Oeiras,Loures,11.45,Business
02/06/2024 11:52,02/06/2024 12:18,Boulogne-Billancourt,Créteil,7.17,Shopping
06/03/2024 12:28,06/03/2024 13:04,Saint-Priest,Caluire-et-Cuire,7.96,Meeting
23/12/2024 08:46,23/12/2024 09:26,Vénissieux,Bron,6.95,Business
13/12/2024 16:32,13/12/2024 17:01,Vénissieux,Caluire-et-Cuire,8.41,Commute
13/11/2024 20:09,13/11/2024 20:23,Issy-les-Moulineaux,Boulogne-Billancourt,2.61,Meal/Entertain
02/08/2024 16:22,02/08/2024 16:33,Saint-Denis,Saint-Denis,2.2,Business
02/07/2024 21:22,02/07/2024 21:35,Aubagne,Vitrolles,0.8,Commute
23/09/2024 19:51,23/09/2024 20:36,Versailles,Paris,8.55,Commute
03/06/2024 14:04,03/06/2024 14:23,Vitrolles,Vitrolles,3.92,Errand
06/08/2024 06:32,06/08/2024 06:49,Vénissieux,Vénissieux,0.8,Shopping
14/11/2024 15:51,14/11/2024 16:08,Pozuelo de Alarcón,Pozuelo de Alarcón,3.31,Business
07/11/2024 14:47,07/11/2024 15:28,Créteil,Boulogne-Billancourt,15.14,Business
21/10/2024 21:08,21/10/2024 21:58,Caluire-et-Cuire,Oullins,10.44,Meeting
22/01/2024 20:13,22/01/2024 20:35,Nanterre,Nanterre,4.66,Commute
12/12/2024 06:56,12/12/2024 07:29,Aubagne,Martigues,9.25,Meeting
29/11/2024 07:51,29/11/2024 08:07,Madrid,Madrid,3.26,Commute
09/01/2024 20:12,09/01/2024 20:44,Sintra,Amadora,8.48,Meeting
28/02/2024 15:04,28/02/2024 15:29,Saint-Denis,Issy-les-Moulineaux,4.93,Meeting
07/03/2024 16:50,07/03/2024 17:35,Créteil,Boulogne-Billancourt,9.42,Meeting
07/08/2024 06:47,07/08/2024 07:09,Salon-de-Provence,Marseille,6.11,Business
21/09/2024 12:06,21/09/2024 12:41,Caluire-et-Cuire,Villeurbanne,7.36,Commute
28/09/2024 08:29,28/09/2024 08:54,Aubagne,Martigues,11.16,Commute
30/10/2024 06:59,30/10/2024 08:00,Alcorcón,Leganés,19.93,Meeting
28/03/2024 13:30,28/03/2024 13:37,Créteil,Créteil,2.62,
09/10/2024 14:51,09/10/2024 15:21,Issy-les-Moulineaux,Versailles,7.05,Business
09/02/2024 23:34,09/02/2024 23:51,Nanterre,Nanterre,3.57,Meeting
04/11/2024 07:35,04/11/2024 07:49,Villeurbanne,Lyon,3.95,Commute
14/08/2024 19:13,14/08/2024 19:59,Almada,Cascais,12.67,Meeting
02/04/2024 09:59,02/04/2024 11:00,Loures,Lisbon,15.82,Airport
01/12/2024 09:32,01/12/2024 09:52,Issy-les-Moulineaux,Paris,0.8,Meeting
25/01/2024 20:37,25/01/2024 20:55,Issy-les-Moulineaux,Versailles,6.11,Errand
11/08/2024 15:38,11/08/2024 16:02,Saint-Denis,Saint-Denis,2.23,Airport
25/04/2024 12:21,25/04/2024 12:46,Nanterre,Nanterre,3.29,Customer Visit
17/06/2024 16:40,17/06/2024 17:08,Alcorcón,Madrid,9.36,Business
12/11/2024 13:33,12/11/2024 13:39,Créteil,Nanterre,0.8,Meeting
04/09/2024 07:41,04/09/2024 08:05,Nanterre,Créteil,6.44,Commute
15/08/2024 09:20,15/08/2024 09:44,Boulogne-Billancourt,Versailles,8.01,Commute
02/10/2024 07:55,02/10/2024 08:40,Sintra,Almada,14.75,Meeting
29/07/2024 21:36,29/07/2024 22:20,Almada,Aix123,10.0,Commute
09/03/2024 16:30,09/03/2024 17:05,Almada,Loures,15.41,Commute
26/12/2024 10:42,26/12/2024 10:53,Salon-de-Provence,Salon-de-Provence,1.77,Meeting
15/02/2024 16:35,15/02/2024 16:53,Caluire-et-Cuire,Villeurbanne,5.89,Meeting
26/06/2024 14:34,26/06/2024 15:10,Boulogne-Billancourt,Nanterre,9.06,Business
29/12/2024 14:24,29/12/2024 15:11,Bron,Vénissieux,12.26,Customer Visit
14/08/2024 06:21,14/08/2024 06:32,Par1s,Vitrolles,2.55,Commute
20/02/2024 13:50,20/02/2024 14:06,Créteil,Créteil,2.7,Errand
14/04/2024 21:51,14/04/2024 22:17,Aubagne,Par1s,7.81,Customer Visit
15/01/2024 10:27,15/01/2024 10:40,Martigues,La Ciotat,3.0,Customer Visit
06/04/2024 19:24,06/04/2024 19:37,Loures,Loures,2.92,Business
03/05/2024 14:11,03/05/2024 14:31,Aubagne,Marseille,2.6,Airport
16/04/2024 20:27,16/04/2024 20:38,Issy-les-Moulineaux,Boulogne-Billancourt,3.18,Business
16/06/2024 10:40,16/06/2024 10:57,Caluire-et-Cuire,Lyon,0.8,Meeting
21/07/2024 17:27,21/07/2024 17:39,Nanterre,Nanterre,4.1,Commute
17/10/2024 17:47,17/10/2024 18:07,Pozuelo de Alarcón,Pozuelo de Alarcón,2.88,Business
01/06/2024 07:01,01/06/2024 07:23,Vitrolles,Aix-en-Provence,5.17,Customer Visit
16/04/2024 14:49,16/04/2024 15:09,Pozuelo de Alarcón,Madrid,4.51,Commute
03/05/2024 13:04,03/05/2024 13:22,Alcorcón,Getafe,3.05,Commute
11/04/2024 10:22,11/04/2024 10:48,Saint-Priest,Vénissieux,7.34,Meeting
25/10/2024 16:18,25/10/2024 16:36,Alcorcón,Móstoles,5.18,Commute
31/01/2024 09:46,31/01/2024 10:12,Lyon,Villeurbanne,6.4,Meeting
30/07/2024 11:40,30/07/2024 12:05,Nanterre,Paris,3.7,Commute
03/06/2024 10:21,03/06/2024 10:45,Caluire-et-Cuire,Caluire-et-Cuire,2.79,Commute
02/12/2024 12:15,02/12/2024 12:56,Caluire-et-Cuire,Lyon,8.87,Customer Visit
04/04/2024 22:27,04/04/2024 22:43,Vénissieux,Vénissieux,2.98,Business
19/02/2024 15:50,19/02/2024 16:12,Vitrolles,Marseille,3.97,Airport
24/07/2024 19:57,24/07/2024 20:05,Lyon,Bron,0.8,Business
27/10/2024 10:11,27/10/2024 10:26,Villeurbanne,Villeurbanne,3.49,Errand
16/04/2024 14:34,16/04/2024 14:43,Saint-Priest,Saint-Priest,2.64,Business
02/11/2024 14:21,02/11/2024 14:48,Boulogne-Billancourt,Versailles,10.33,Business
01/06/2024 20:27,01/06/2024 21:07,Boulogne-Billancourt,Nanterre,12.49,Customer Visit
20/08/2024 21:40,20/08/2024 22:11,Aubagne,Vitrolles,9.19,Commute
01/07/2024 18:53,01/07/2024 19:35,Saint-Denis,Issy-les-Moulineaux,9.84,Customer Visit
18/07/2024 11:23,18/07/2024 11:44,Versailles,Saint-Denis,5.71,Commute
08/07/2024 13:15,08/07/2024 13:55,Caluire-et-Cuire,Bron,11.43,Commute
14/10/2024 19:08,14/10/2024 19:43,Vénissieux,Bron,12.5,Commute
30/10/2024 10:19,30/10/2024 10:50,Vénissieux,Villeurbanne,6.43,Commute
18/04/2024 15:26,18/04/2024 16:14,Versailles,Issy-les-Moulineaux,18.61,Commute
16/03/2024 15:36,16/03/2024 15:58,Saint-Priest,Bron,4.05,Airport
13/09/2024 08:06,13/09/2024 08:42,Salon-de-Provence,La Ciotat,8.92,Airport
30/08/2024 10:24,30/08/2024 10:59,Martigues,Marseille,6.75,Customer Visit
30/12/2024 06:35,30/12/2024 07:02,Pozuelo de Alarcón,Pozuelo de Alarcón,4.18,Meal/Entertain
01/06/2024 20:25,01/06/2024 20:39,Boulogne-Billancourt,Boulogne-Billancourt,2.69,Meeting
07/04/2024 09:29,07/04/2024 10:18,Fuenlabrada,Pozuelo de Alarcón,12.93,Business
14/05/2024 22:54,15/05/2024 00:00,Móstoles,Leganés,15.93,Customer Visit
10/12/2024 06:26,10/12/2024 07:03,Créteil,Versailles,7.36,Commute
28/06/2024 06:07,28/06/2024 06:29,Boulogne-Billancourt,Paris,2.79,Business
20/04/2024 21:58,20/04/2024 22:32,Vénissieux,Lyon,8.63,Meal/Entertain
15/10/2024 23:51,16/10/2024 00:11,Aix-en-Provence,Aubagne,6.65,Commute
06/01/2024 15:37,06/01/2024 15:55,Paris,Saint-Denis,7.49,Business
14/10/2024 19:54,14/10/2024 20:05,Salon-de-Provence,Salon-de-Provence,4.39,Business
14/03/2024 09:54,14/03/2024 10:03,Lisbon,Amadora,3.14,Commute
01/02/2024 21:36,01/02/2024 22:41,Leganés,Alcorcón,20.02,Business
25/12/2024 08:50,25/12/2024 09:20,Móstoles,Móstoles,4.41,Business
25/08/2024 06:10,25/08/2024 06:19,Créteil,Créteil,1.87,Commute
02/06/2024 16:08,02/06/2024 16:26,Madrid,Getafe,0.8,Errand
06/04/2024 08:15,06/04/2024 08:33,Saint-Denis,Versailles,3.18,Errand
22/10/2024 15:10,22/10/2024 15:41,Créteil,Saint-Denis,9.29,Business
05/12/2024 19:42,05/12/2024 20:03,Lyon,Lyon,6.34,Commute
02/01/2024 10:40,02/01/2024 11:15,Oullins,Villeurbanne,11.3,Errand
02/07/2024 19:24,02/07/2024 19:53,Fuenlabrada,Móstoles,8.47,Meeting
27/06/2024 18:13,27/06/2024 18:44,Sintra,Lisbon,10.59,Commute
18/07/2024 18:08,18/07/2024 18:34,Boulogne-Billancourt,Nanterre,8.91,Commute
23/04/2024 06:52,23/04/2024 07:08,Vénissieux,Lyon,1.93,Business
22/02/2024 06:00,22/02/2024 06:37,Almada,Lisbon,9.48,Commute
13/03/2024 06:30,13/03/2024 07:01,Caluire-et-Cuire,Oullins,6.85,Business
16/03/2024 11:11,16/03/2024 12:20,Marseille,Salon-de-Provence,20.42,Business
19/05/2024 08:02,19/05/2024 08:22,Bron,Villeurbanne,4.32,Business
16/01/2024 16:12,16/01/2024 16:24,Oullins,Oullins,1.49,Commute
11/08/2024 15:07,11/08/2024 15:13,Villeurbanne,Villeurbanne,2.03,Customer Visit
15/01/2024 10:59,15/01/2024 11:23,Bron,Lyon,3.78,Meeting
09/11/2024 16:55,09/11/2024 17:15,Nanterre,Nanterre,5.93,Commute
17/11/2024 10:35,17/11/2024 11:00,Lyon,Bron,7.15,Airport
11/09/2024 23:41,12/09/2024 00:36,Caluire-et-Cuire,Par1s,14.07,Customer Visit
02/05/2024 18:38,02/05/2024 19:16,Caluire-et-Cuire,Oullins,10.44,Commute
11/01/2024 23:48,12/01/2024 00:21,Nanterre,Saint-Denis,11.03,Airport
05/10/2024 19:00,05/10/2024 19:25,Salon-de-Provence,Aubagne,7.2,Meeting
23/01/2024 08:25,23/01/2024 08:54,Bron,Villeurbanne,7.92,Commute
21/11/2024 06:32,21/11/2024 07:10,Boulogne-Billancourt,Créteil,13.93,Commute
12/09/2024 11:20,12/09/2024 11:41,Caluire-et-Cuire,Caluire-et-Cuire,2.13,Customer Visit
03/06/2024 22:00,03/06/2024 22:26,Saint-Priest,Oullins,5.55,Business
22/06/2024 16:29,22/06/2024 16:47,Villeurbanne,Oullins,6.85,Commute
19/08/2024 07:15,19/08/2024 07:27,Cascais,Cascais,0.8,Business
23/04/2024 08:20,23/04/2024 08:52,La Ciotat,Salon-de-Provence,8.55,Business
19/12/2024 08:28,19/12/2024 09:20,Versailles,Nanterre,16.88,Business
02/07/2024 13:37,02/07/2024 13:54,Sintra,Sintra,4.01,Errand
17/01/2024 12:07,17/01/2024 12:41,Aubagne,Marseille,11.3,Customer Visit
02/05/2024 13:13,02/05/2024 13:43,Vénissieux,Bron,11.07,Business
24/10/2024 16:27,24/10/2024 16:56,Marseille,Aix-en-Provence,8.62,Business
03/11/2024 15:00,03/11/2024 15:30,Alcorcón,Pozuelo de Alarcón,7.49,Commute
21/04/2024 10:47,21/04/2024 11:28,Aix-en-Provence,Aubagne,13.64,Airport
05/05/2024 20:00,05/05/2024 20:38,Aubagne,Martigues,8.92,Airport
09/12/2024 20:31,09/12/2024 20:46,Issy-les-Moulineaux,Créteil,4.84,Shopping
21/10/2024 11:35,21/10/2024 11:43,Lyon,Oullins,0.8,Business
05/02/2024 09:25,05/02/2024 09:35,Saint-Denis,Saint-Denis,1.89,Business
10/03/2024 10:12,10/03/2024 10:23,Lisbon,Sintra,1.65,Commute
07/07/2024 19:14,07/07/2024 19:37,Villeurbanne,Villeurbanne,5.17,Meeting
05/05/2024 23:36,06/05/2024 00:12,Boulogne-Billancourt,Nanterre,9.58,Customer Visit
13/07/2024 12:08,13/07/2024 12:35,Créteil,Créteil,4.13,Errand
06/02/2024 16:57,06/02/2024 17:17,Vénissieux,Vénissieux,2.69,Commute
24/03/2024 19:25,24/03/2024 19:50,Paris,Issy-les-Moulineaux,5.96,Customer Visit
25/06/2024 13:51,25/06/2024 14:32,Getafe,Alcorcón,10.82,Commute
13/08/2024 22:18,13/08/2024 22:54,Fuenlabrada,Alcorcón,9.48,Commute
30/07/2024 10:36,30/07/2024 11:00,Issy-les-Moulineaux,Créteil,6.97,Commute
01/08/2024 21:11,01/08/2024 21:25,Almada,Almada,3.39,Customer Visit
17/05/2024 10:04,17/05/2024 10:28,Paris,Créteil,7.13,Airport
19/12/2024 06:18,19/12/2024 07:06,Oullins,Lyon,11.6,Commute
01/12/2024 07:29,01/12/2024 08:27,Par1s,Aix-en-Provence,15.79,Commute
08/04/2024 20:41,08/04/2024 20:54,Lyon,Saint-Priest,3.9,Customer Visit
15/08/2024 06:25,15/08/2024 06:41,Saint-Denis,Nanterre,0.8,Commute
18/03/2024 06:52,18/03/2024 07:23,Salon-de-Provence,La Ciotat,8.12,Errand
09/05/2024 23:13,09/05/2024 23:35,Fuenlabrada,Móstoles,8.69,Commute
22/11/2024 08:44,22/11/2024 09:46,Bron,Lyon#,16.37,Commute
08/07/2024 19:17,08/07/2024 19:41,Vitrolles,Aubagne,9.64,Business
30/11/2024 06:04,30/11/2024 06:16,Boulogne-Billancourt,Boulogne-Billancourt,1.55,Commute
25/09/2024 22:36,25/09/2024 22:53,Bron,Saint-Priest,6.44,Business
27/06/2024 18:24,27/06/2024 18:36,Nanterre,Paris,0.8,Commute
22/08/2024 16:22,22/08/2024 16:46,Salon-de-Provence,La Ciotat,7.11,Commute
18/08/2024 23:16,18/08/2024 23:34,Marseille,Marseille,0.8,Business
26/11/2024 12:30,26/11/2024 13:32,Aix-en-Provence,Salon-de-Provence,14.45,Airport
28/08/2024 18:28,28/08/2024 19:06,Saint-Denis,Versailles,13.89,Meeting
15/01/2024 16:34,15/01/2024 17:01,Saint-Priest,Bron,7.85,Airport
02/05/2024 13:37,02/05/2024 13:59,Caluire-et-Cuire,Caluire-et-Cuire,4.22,Commute
23/01/2024 08:43,23/01/2024 09:08,Vénissieux,Vénissieux,3.65,Commute
20/09/2024 16:13,20/09/2024 16:38,Cascais,Loures,8.78,Business
05/02/2024 17:51,05/02/2024 18:19,Issy-les-Moulineaux,Saint-Denis,8.19,Commute
04/01/2024 23:58,05/01/2024 00:16,Issy-les-Moulineaux,Nanterre,0.8,Customer Visit
31/08/2024 21:29,31/08/2024 21:37,Pozuelo de Alarcón,Pozuelo de Alarcón,0.8,Meal/Entertain
18/07/2024 12:00,18/07/2024 12:45,Issy-les-Moulineaux,Boulogne-Billancourt,10.77,Meeting
11/12/2024 15:31,11/12/2024 15:43,Lyon,Lyon,3.43,Business
13/12/2024 21:06,13/12/2024 21:26,Créteil,Issy-les-Moulineaux,1.64,Shopping
14/12/2024 18:33,14/12/2024 18:39,Oullins,Bron,0.8,Meeting
11/12/2024 18:43,11/12/2024 18:58,Madrid,Madrid,2.42,Shopping
15/11/2024 06:29,15/11/2024 07:10,Marse!lle,Vénissieux,9.85,Commute
17/06/2024 07:47,17/06/2024 08:01,Aubagne,Aubagne,4.43,Business
24/07/2024 17:35,24/07/2024 18:32,Oullins,Bron,11.94,Business
16/09/2024 22:45,16/09/2024 22:59,Versailles,Créteil,2.98,Commute
29/12/2024 22:59,29/12/2024 23:14,Boulogne-Billancourt,Boulogne-Billancourt,1.77,Commute
10/09/2024 10:52,10/09/2024 11:20,Fuenlabrada,Getafe,6.32,Business
12/09/2024 10:18,12/09/2024 10:32,Aix123,Marse!lle,3.99,
12/06/2024 08:37,12/06/2024 09:00,Aix123,Aix-en-Provence,3.48,Customer Visit
12/06/2024 19:54,12/06/2024 20:08,Boulogne-Billancourt,Paris,3.2,
30/01/2024 07:37,30/01/2024 08:06,Salon-de-Provence,Aix-en-Provence,12.32,Errand
25/11/2024 13:21,25/11/2024 13:40,Marseille,Martigues,8.79,Business
14/05/2024 13:40,14/05/2024 14:08,Saint-Denis,Créteil,8.75,Business
11/03/2024 19:33,11/03/2024 19:56,Versailles,Créteil,9.37,Business
02/01/2024 17:58,02/01/2024 18:23,Móstoles,Alcorcón,7.99,Customer Visit
09/11/2024 19:31,09/11/2024 19:53,Madrid,Madrid,4.64,Business
06/11/2024 13:30,06/11/2024 13:37,Vitrolles,Marseille,0.8,Airport
19/12/2024 09:32,19/12/2024 09:58,Lyon,Villeurbanne,3.78,Commute
01/12/2024 18:56,01/12/2024 19:22,Fuenlabrada,Getafe,5.72,Business
20/09/2024 06:36,20/09/2024 07:03,Bron,Bron,4.0,Customer Visit
24/10/2024 13:51,24/10/2024 14:29,Marseille,Aubagne,12.48,Commute
13/01/2024 23:53,14/01/2024 00:17,Nanterre,Saint-Denis,3.82,Commute
13/08/2024 09:57,13/08/2024 10:16,Sintra,Sintra,3.73,Business
29/06/2024 18:22,29/06/2024 18:44,Caluire-et-Cuire,Lyon,8.82,Meeting
03/01/2024 11:16,03/01/2024 11:38,Saint-Priest,Saint-Priest,2.95,Customer Visit
13/03/2024 12:01,13/03/2024 12:27,Versailles,Saint-Denis,5.56,Meeting
19/10/2024 06:25,19/10/2024 06:47,Créteil,Créteil,2.34,Commute
09/01/2024 18:10,09/01/2024 18:26,Boulogne-Billancourt,Madri$d,4.05,Meeting
04/08/2024 10:16,04/08/2024 10:39,Marseille,Aubagne,4.79,Meeting
19/12/2024 08:51,19/12/2024 09:04,Bron,Oullins,0.8,Commute
13/07/2024 23:57,14/07/2024 00:15,Saint-Priest,Vénissieux,0.8,Commute
01/10/2024 19:22,01/10/2024 19:59,Vitrolles,Aix-en-Provence,8.3,Errand
29/06/2024 23:27,30/06/2024 00:08,Salon-de-Provence,Aix-en-Provence,15.72,Airport
23/08/2024 21:23,23/08/2024 21:56,Getafe,Lisb0n,11.11,Errand
28/11/2024 14:19,28/11/2024 14:36,Oeiras,Almada,3.74,Meeting
31/01/2024 17:46,31/01/2024 18:17,Par1s,Saint-Priest,9.47,Commute
04/11/2024 12:36,04/11/2024 13:11,Villeurbanne,Lyon,8.7,Commute
17/12/2024 06:15,17/12/2024 07:00,Créteil,Madri$d,11.86,Airport
21/11/2024 06:19,21/11/2024 06:34,Saint-Denis,Par1s,3.52,Airport
17/12/2024 13:52,17/12/2024 14:19,Lisbon,Cascais,8.74,Customer Visit
02/05/2024 17:36,02/05/2024 18:01,Aix123,Madrid,10.13,Business
25/06/2024 09:44,25/06/2024 09:53,Bron,Villeurbanne,0.8,Customer Visit
11/02/2024 14:40,11/02/2024 15:06,Boulogne-Billancourt,Issy-les-Moulineaux,5.77,Commute
02/07/2024 16:48,02/07/2024 17:14,Pozuelo de Alarcón,Madrid,5.07,Commute
12/04/2024 13:28,12/04/2024 13:51,Salon-de-Provence,Aubagne,6.48,Commute
11/05/2024 09:11,11/05/2024 09:26,Pozuelo de Alarcón,Lyon#,4.65,Customer Visit
29/04/2024 08:38,29/04/2024 08:54,Caluire-et-Cuire,Oullins,6.02,Commute
09/09/2024 07:19,09/09/2024 07:47,Getafe,Fuenlabrada,9.45,Commute
